date,temperature,day_of_year,month,day_of_month,temperature_scaled
2026-04-03,22.323326732388164,93,4,3,1.3113360498196922
2026-04-04,22.20365062197349,94,4,4,1.290104904940325
2026-04-05,23.08802501517013,95,4,5,1.4469973775023197
2026-04-06,21.72947859803228,96,4,6,1.2059843991588772
2026-04-07,21.18348806108924,97,4,7,1.1091229273711043
2026-04-08,21.681420532318825,98,4,8,1.1974586561994083
2026-04-09,18.516975718711937,99,4,9,0.6360702047561115
2026-04-10,19.28284543819365,100,4,10,0.771939351210616
2026-04-11,23.09968318250124,101,4,11,1.4490655951171565
2026-04-12,21.78353864704265,102,4,12,1.2155749241913834
2026-04-13,25.55077325158971,103,4,13,1.883901321218891
2026-04-14,24.003008854984436,104,4,14,1.6093201200953613
2026-04-15,33.406835763603155,105,4,15,3.277606387300934
2026-04-16,20.729291599014346,106,4,16,1.02854618689554
2026-04-17,21.00627856068863,107,4,17,1.0776850692725317
2026-04-18,19.569024345314578,108,4,18,0.8227089310160645
2026-04-19,19.077119935982424,109,4,19,0.7354426107359052
2026-04-20,20.911689676532863,110,4,20,1.060904524713301
2026-04-21,15.785542222417885,111,4,21,0.15150014238328155
2026-04-22,23.974917336090535,112,4,22,1.6043365431270644
2026-04-23,20.149366944796576,113,4,23,0.9256646317534797
2026-04-24,22.89395635911798,114,4,24,1.412568620259871
2026-04-25,21.598623675659265,115,4,25,1.1827700767226494
2026-04-26,18.94674972900659,116,4,26,0.712314279252986
2026-04-27,24.24420794994469,117,4,27,1.6521100546289087
2026-04-28,23.525812087848674,118,4,28,1.524663009633465
2026-04-29,19.217656970587853,119,4,29,0.7603745886576969
2026-04-30,24.265541063745548,120,4,30,1.6558946564869124
2026-05-01,22.17034368538138,121,5,1,1.2841960865986795
2026-05-02,16.721027120883235,122,5,2,0.31745987605910914
2026-05-03,22.24901186141063,123,5,3,1.2981522173325857
2026-05-04,21.46772135676723,124,5,4,1.1595473459051777
2026-05-05,19.534892162492184,125,5,5,0.8166537098358277
2026-05-06,21.70388467867953,126,5,6,1.2014439089313267
2026-05-07,18.90823078809977,127,5,7,0.7054808250894204
2026-05-08,23.28743683560989,128,5,8,1.482374039024366
2026-05-09,20.58753213218768,129,5,9,1.0033973433394594
2026-05-10,20.26494522737633,130,5,10,0.9461688013313235
2026-05-11,20.48319963095699,131,5,11,0.9848882320257617
2026-05-12,21.32124590607038,132,5,12,1.1335618630528363
2026-05-13,21.38490072523357,133,5,13,1.1448545486459831
2026-05-14,10.390104394261527,134,5,14,-0.8056777089045875
2026-05-15,17.388180983080765,135,5,15,0.43581633213096826
2026-05-16,16.692666850430193,136,5,16,0.31242862121033227
2026-05-17,23.218260585368675,137,5,17,1.4701018237426895
2026-05-18,21.50131652162748,138,5,18,1.1655072973935976
2026-05-19,20.997442802941396,139,5,19,1.0761175613363152
2026-05-20,19.116873401407204,140,5,20,0.7424950757681157
2026-05-21,21.970713052521155,141,5,21,1.2487806066509324
2026-05-22,21.20558725175948,142,5,22,1.1130434351249985
2026-05-23,16.665667287743105,143,5,23,0.3076387627740671
2026-05-24,7.232644984055472,144,5,24,-1.3658269145942412
2026-05-25,21.60049008458568,145,5,25,1.183101187068595
2026-05-26,20.55654106673241,146,5,26,0.9978993722041435
2026-05-27,19.92656509038772,147,5,27,0.8861384603734465
2026-05-28,17.77546575661016,148,5,28,0.5045226019778483
2026-05-29,21.171501075480585,149,5,29,1.1069963757373456
2026-05-30,19.17633638603844,150,5,30,0.7530441087981076
2026-05-31,19.89571953252404,151,5,31,0.8806663030179015
2026-06-01,20.11863467759679,152,6,1,0.9202125727324334
2026-06-02,22.33075245021894,153,6,2,1.3126534095713775
2026-06-03,18.71207768960314,154,6,3,0.6706822772565344
2026-06-04,15.418724741382904,155,6,4,0.08642487333289822
2026-06-05,18.693383040441763,156,6,5,0.6673657523173556
2026-06-06,15.741151949412693,157,6,6,0.14362508432748144
2026-06-07,16.882431055147567,158,6,7,0.34609374710147683
2026-06-08,18.23842157064771,159,6,8,0.5866532956185361
2026-06-09,19.90856910597225,160,6,9,0.8829458820798526
2026-06-10,17.650585237424103,161,6,10,0.48236816876421074
2026-06-11,16.265111873002834,162,6,11,0.2365782143229279
2026-06-12,18.753301165080096,163,6,12,0.6779955294774634
2026-06-13,16.297586051413333,164,6,13,0.2423392971679733
2026-06-14,16.664127407849374,165,6,14,0.3073655803234733
2026-06-15,9.247999803016729,166,6,15,-1.0082928169665881
2026-06-16,18.474911938043387,167,6,16,0.6286078781609918
2026-06-17,14.755387617788577,168,6,17,-0.031254474083185914
2026-06-18,15.309900002652691,169,6,18,0.06711881645626051
2026-06-19,17.209259947147597,170,6,19,0.40407483900672453
2026-06-20,14.49152275871572,171,6,20,-0.07806542935352706
2026-06-21,14.479578380117772,172,6,21,-0.08018442228894537
2026-06-22,17.52966536062687,173,6,22,0.4609163734628607
2026-06-23,15.961104356362243,174,6,23,0.18264574937358505
2026-06-24,17.592477575235478,175,6,24,0.4720595767632396
2026-06-25,15.511340330413296,176,6,25,0.10285534539602677
2026-06-26,12.285592356476704,177,6,26,-0.46940859551641523
2026-06-27,15.429758187179669,178,6,27,0.08838226220038456
2026-06-28,13.58954701808519,179,6,28,-0.23808046962052334
2026-06-29,11.836903305256998,180,6,29,-0.5490082935616105
2026-06-30,13.806487377501178,181,6,30,-0.19959415698065217
2026-07-01,16.224316631517233,182,7,1,0.2293409329693774
2026-07-02,9.223594751762423,183,7,2,-1.012622396004319
2026-07-03,17.06092891357615,184,7,3,0.3777601664045675
2026-07-04,12.062204345121703,185,7,4,-0.5090387540915745
2026-07-05,15.040045435448118,186,7,5,0.01924525678902711
2026-07-06,16.354037954611034,187,7,6,0.2523541491827448
2026-07-07,12.479613670880504,188,7,7,-0.4349882369208763
2026-07-08,15.492115995505207,189,7,8,0.09944485153698622
2026-07-09,11.661948715679747,190,7,9,-0.5800461191205655
2026-07-10,16.12746826993071,191,7,10,0.21215954573137158
2026-07-11,17.249538236970402,192,7,11,0.41122041053104996
2026-07-12,12.498089879148766,193,7,12,-0.431710464496575
2026-07-13,12.726410235958214,194,7,13,-0.39120528299014223
2026-07-14,25.325980113022812,195,7,14,1.844021885997738
2026-07-15,15.383388130080151,196,7,15,0.08015598047270162
2026-07-16,12.274863871779504,197,7,16,-0.4713118827485377
2026-07-17,12.895900628465329,198,7,17,-0.3611368335183905
2026-07-18,14.002990923836744,199,7,18,-0.16473343793568915
2026-07-19,12.81936283298742,200,7,19,-0.37471502401028034
2026-07-20,15.49477704081369,201,7,20,0.09991693438024696
2026-07-21,13.5421294177062,202,7,21,-0.24649259080318883
2026-07-22,11.728096201756228,203,7,22,-0.568311221859704
2026-07-23,13.29465510222984,204,7,23,-0.2903957810689435
2026-07-24,13.92658745225376,205,7,24,-0.1782877986919366
2026-07-25,11.578966450420872,206,7,25,-0.5947675910168753
2026-07-26,10.911088073621436,207,7,26,-0.7132525796289965
2026-07-27,11.520603893232815,208,7,27,-0.605121402674829
2026-07-28,11.29774467790424,209,7,28,-0.6446577501709871
2026-07-29,12.325166257884648,210,7,29,-0.46238798604538034
2026-07-30,13.254897596737845,211,7,30,-0.29744896282943034
2026-07-31,12.706287945890308,212,7,31,-0.3947750786181592
2026-08-01,13.666559019972894,213,8,1,-0.22441815252262837
2026-08-02,13.938114407765337,214,8,2,-0.17624285871489073
2026-08-03,13.04928295563137,215,8,3,-0.3339260359856737
2026-08-04,13.367521791188429,216,8,4,-0.2774688633674979
2026-08-05,7.397459503839055,217,8,5,-1.3365879884992669
2026-08-06,9.841272033577294,218,8,6,-0.9030433345402906
2026-08-07,10.78317910017301,219,8,7,-0.7359442758852086
2026-08-08,9.467643817265428,220,8,8,-0.9693268623392041
2026-08-09,8.060026362280936,221,8,9,-1.2190452900015882
2026-08-10,7.876254944170663,222,8,10,-1.2516472653587989
2026-08-11,9.926720295752096,223,8,11,-0.8878843823681538
2026-08-12,11.642688948568836,224,8,12,-0.5834628988308835
2026-08-13,10.648684660936366,225,8,13,-0.7598042669478221
2026-08-14,7.099506231658778,226,8,14,-1.38944639998191
2026-08-15,10.932125643346987,227,8,15,-0.7095204087788131
2026-08-16,13.617313765519045,228,8,16,-0.23315450874533855
2026-08-17,9.873369880208928,229,8,17,-0.8973490148486608
2026-08-18,8.13990050501692,230,8,18,-1.2048752146986144
2026-08-19,10.000012488973162,231,8,19,-0.8748819780669839
2026-08-20,9.890572899029532,232,8,20,-0.894297112646315
2026-08-21,8.745843514014577,233,8,21,-1.097377872346053
2026-08-22,6.860204459249933,234,8,22,-1.431899739936704
2026-08-23,20.159465089405455,235,8,23,0.9274560934784726
2026-08-24,13.542667976916906,236,8,24,-0.24639704768611215
2026-08-25,11.038479781026933,237,8,25,-0.6906526489746286
2026-08-26,11.01740754241365,238,8,26,-0.6943909702601468
2026-08-27,10.063354646462004,239,8,27,-0.8636447602299608
2026-08-28,13.995499033396388,240,8,28,-0.16606253704167115
2026-08-29,9.95970500380544,241,8,29,-0.8820327289925748
2026-08-30,9.906090278992185,242,8,30,-0.891544251269105
2026-08-31,8.759388787702301,243,8,31,-1.0949748725568864
2026-09-01,10.510597484971308,244,9,1,-0.7843016276051701
2026-09-02,6.824129719552447,245,9,2,-1.4382995804925924
2026-09-03,9.20229753812907,246,9,3,-1.0164006289917535
2026-09-04,8.762047631646578,247,9,4,-1.0945031802467255
2026-09-05,7.987983151274308,248,9,5,-1.231826118565925
2026-09-06,3.904524544941133,249,9,6,-1.9562522465505239
2026-09-07,8.836732816809345,250,9,7,-1.0812536521576286
2026-09-08,8.793440657518461,251,9,8,-1.0889338993085478
2026-09-09,4.149310314692031,252,9,9,-1.9128260178405407
2026-09-10,9.798530393684478,253,9,10,-0.9106259167766436
2026-09-11,9.278749657763372,254,9,11,-1.0028376378261283
2026-09-12,8.681714670052125,255,9,12,-1.1087546523265814
2026-09-13,8.90542111692072,256,9,13,-1.0690680016871292
2026-09-14,7.440872842440228,257,9,14,-1.3288862435282378
2026-09-15,8.202788836638776,258,9,15,-1.193718507856631
2026-09-16,7.171166657788829,259,9,16,-1.376733479383032
2026-09-17,11.24069381290429,260,9,17,-0.6547788610268647
2026-09-18,11.068242247953693,261,9,18,-0.6853726374075754
2026-09-19,6.070174275740881,262,9,19,-1.5720550744227197
2026-09-20,6.480368129460624,263,9,20,-1.4992846183411013
2026-09-21,10.461146817761255,264,9,21,-0.7930744250856376
2026-09-22,10.939343273006994,265,9,22,-0.7082399649169073
2026-09-23,7.806186616254991,266,9,23,-1.2640777397139402
2026-09-24,7.595470033074051,267,9,24,-1.3014599230962243
2026-09-25,-2.716482812137696,268,9,25,-3.130852306315355
2026-09-26,6.37924912473816,269,9,26,-1.5172236391856224
2026-09-27,11.224185698550103,270,9,27,-0.657707483676151
2026-09-28,9.241414157185472,271,9,28,-1.0094611437135315
2026-09-29,6.558916766146411,272,9,29,-1.485349694488928
2026-09-30,7.885586030204959,273,9,30,-1.2499918836891444
2026-10-01,4.730581944127168,274,10,1,-1.8097055025092688
2026-10-02,6.979948353316999,275,10,2,-1.4106565698959288
2026-10-03,9.03327206066252,276,10,3,-1.0463866001932085
2026-10-04,7.227954547590039,277,10,4,-1.3666590216521999
2026-10-05,10.002886279702588,278,10,5,-0.874372153114301
2026-10-06,3.5104530998272425,279,10,6,-2.0261625061256785
2026-10-07,7.173284438251812,280,10,7,-1.3763577744601656
2026-10-08,4.511408105167868,281,10,8,-1.8485880456717134
2026-10-09,8.225909873308602,282,10,9,-1.1896167194746614
2026-10-10,7.876110833321633,283,10,10,-1.2516728313494034
2026-10-11,8.807748976234466,284,10,11,-1.0863955314873757
2026-10-12,9.192584703637817,285,10,12,-1.0181237347608045
2026-10-13,6.500623696744966,286,10,13,-1.4956911786634788
2026-10-14,5.440037601305564,287,10,14,-1.6838444949042415
2026-10-15,7.439241893909132,288,10,15,-1.3291755820138764
2026-10-16,9.971879173340945,289,10,16,-0.8798729699872172
2026-10-17,3.2517698779481456,290,10,17,-2.072054212854336
2026-10-18,7.74286351940761,291,10,18,-1.2753115760971463
2026-10-19,8.527762833011012,292,10,19,-1.1360664837801535
2026-10-20,7.094847115119841,293,10,20,-1.390272950727128
2026-10-21,4.604911523555463,294,10,21,-1.8320000682080029
2026-10-22,7.330179875994639,295,10,22,-1.3485237334131457
2026-10-23,7.056114907682786,296,10,23,-1.3971442394475293
2026-10-24,17.128205171163124,297,10,24,0.38969531341779784
2026-10-25,7.146751414518661,298,10,25,-1.3810648665357212
2026-10-26,6.328122202906044,299,10,26,-1.5262938126805046
2026-10-27,7.288097917656585,300,10,27,-1.355989284818409
2026-10-28,12.516142138671524,301,10,28,-0.428507902715451
2026-10-29,9.16975163950844,302,10,29,-1.0221744353633806
2026-10-30,9.987645405646528,303,10,30,-0.8770759609507289
2026-10-31,9.43274342513442,304,10,31,-0.9755183677207936
2026-11-01,8.320739817548287,305,11,1,-1.1727934096421568
2026-11-02,15.641283536321016,306,11,2,0.12590792473836152
2026-11-03,4.366818963974054,307,11,3,-1.874238887715564
2026-11-04,9.021978642511634,308,11,4,-1.0483901094659778
2026-11-05,9.005367926970445,309,11,5,-1.051336934082712
2026-11-06,8.158929819502585,310,11,6,-1.2014993184449652
2026-11-07,11.08712256639679,311,11,7,-0.6820231738024745
2026-11-08,8.584507144768041,312,11,8,-1.1259997570138918
2026-11-09,9.846146022493649,313,11,9,-0.9021786643528572
2026-11-10,8.280208718432192,314,11,10,-1.179983830808688
2026-11-11,5.829749982837279,315,11,11,-1.6147075551681997
2026-11-12,11.121318295287798,316,11,12,-0.6759566792295396
2026-11-13,13.08158417229276,317,11,13,-0.3281956374262487
2026-11-14,10.2757318803111,318,11,14,-0.8259679690532933
2026-11-15,8.371367032652927,319,11,15,-1.1638118866380993
2026-11-16,12.082152305148773,320,11,16,-0.5054998854910236
2026-11-17,13.38641997932246,321,11,17,-0.2741162295892032
2026-11-18,19.53489715371016,322,11,18,0.8166545953030405
2026-11-19,11.671482763084432,323,11,19,-0.5783547310813466
2026-11-20,11.51634149229347,324,11,20,-0.6058775740741467
2026-11-21,6.18313963732401,325,11,21,-1.5520144501927775
2026-11-22,10.258562143172744,326,11,22,-0.8290139669175455
2026-11-23,9.176950035811586,327,11,23,-1.0208974035958738
2026-11-24,8.40524699035047,328,11,24,-1.1578014114656443
2026-11-25,12.08396018262127,329,11,25,-0.5051791589198663
2026-11-26,11.937831613508571,330,11,26,-0.531103103231696
2026-11-27,11.473528910430636,331,11,27,-0.6134727417733651
2026-11-28,10.110359518629998,332,11,28,-0.8553058591111251
2026-11-29,11.370514181601187,333,11,29,-0.6317480736245463
2026-11-30,10.44356471277012,334,11,30,-0.7961935790843564
2026-12-01,11.321320407083908,335,12,1,-0.6404752970471688
2026-12-02,18.009581703746562,336,12,2,0.5460559504047022
2026-12-03,14.430617621196346,337,12,3,-0.08887030757100187
2026-12-04,13.67575893701003,338,12,4,-0.22278604089385956
2026-12-05,9.454467865260051,339,12,5,-0.9716643426013921
2026-12-06,12.231362915665793,340,12,6,-0.4790291715076814
2026-12-07,12.9727388294057,341,12,7,-0.3475053495841087
2026-12-08,10.368646588651782,342,12,8,-0.8094844317176474
2026-12-09,12.788121472911442,343,12,9,-0.3802573986722182
2026-12-10,15.09145818092708,344,12,10,0.028366136838752297
2026-12-11,15.190240223537778,345,12,11,0.045890568831742674
2026-12-12,21.107596490573734,346,12,12,1.0956593804430295
2026-12-13,14.750325710752472,347,12,13,-0.0321524818917372
2026-12-14,2.3034474346147693,348,12,14,-2.2402913916613936
2026-12-15,10.37517076661317,349,12,15,-0.808327009680475
2026-12-16,12.438607060292997,350,12,16,-0.4422630162179182
2026-12-17,13.632593961221506,351,12,17,-0.23044372505074864
2026-12-18,15.212555651486648,352,12,18,0.04984943816820343
2026-12-19,13.121539887555056,353,12,19,-0.32110729225399015
2026-12-20,9.395139977513402,354,12,20,-0.9821894087634815
2026-12-21,11.049415369728337,355,12,21,-0.6887126204488335
2026-12-22,14.440221836124978,356,12,22,-0.087166471459552
2026-12-23,11.34945206473433,357,12,23,-0.6354845992612586
2026-12-24,12.473316427303295,358,12,24,-0.4361053996550687
2026-12-25,12.17058826764478,359,12,25,-0.48981090023078067
2026-12-26,12.851014420298492,360,12,26,-0.3690998729702367
2026-12-27,14.235095612884177,361,12,27,-0.12355689682592441
2026-12-28,14.168052760102643,362,12,28,-0.13545063665084697
2026-12-29,12.306554908962443,363,12,29,-0.4656897331024884
2026-12-30,16.257475914010854,364,12,30,0.23522355673011436
2026-12-31,15.74014839855295,365,12,31,0.14344704934937946
