date,temperature,day_of_year,month,day_of_month,temperature_scaled
2026-02-16,19.905220160429742,47,2,16,0.8198730828555366
2026-02-17,20.25657751085672,48,2,17,0.8810678967246088
2026-02-18,20.115647147307783,49,2,18,0.8565224948555501
2026-02-19,16.438207542947794,50,2,19,0.21603430859705705
2026-02-20,30.365682198683032,51,2,20,2.64173913073389
2026-02-21,21.923548833671347,52,2,21,1.1713990928722278
2026-02-22,20.6108935707207,53,2,22,0.942778019788352
2026-02-23,20.00097347920488,54,2,23,0.8365501397398448
2026-02-24,21.877910167121964,55,2,24,1.1634503486625842
2026-02-25,22.770309265335445,56,2,25,1.3188767162787403
2026-02-26,32.02710938376602,57,2,26,2.9311047217045005
2026-02-27,20.5594892116566,58,2,27,0.9338250828961426
2026-02-28,17.897375955141147,59,2,28,0.47017311992202443
2026-03-01,23.822637199312894,60,3,1,1.5021573904149685
2026-03-02,18.938712431582395,61,3,2,0.6515394461806284
2026-03-03,19.172369556445883,62,3,3,0.6922347788606698
2026-03-04,19.939000325217272,63,3,4,0.8257564687990138
2026-03-05,25.246581095307263,64,3,5,1.7501612576159395
2026-03-06,22.40516029643628,65,3,6,1.255279859235295
2026-03-07,19.381412580976416,66,3,7,0.7286431504550831
2026-03-08,19.40489494026868,67,3,8,0.7327329997334615
2026-03-09,17.44511748778192,68,3,9,0.39140467321918077
2026-03-10,20.068912740138025,69,3,10,0.848382908919581
2026-03-11,21.724857677735468,70,3,11,1.1367936739443152
2026-03-12,22.639521331774453,71,3,12,1.2960977898072736
2026-03-13,19.24866052354172,72,3,13,0.7055221386544747
2026-03-14,19.25196074874833,73,3,14,0.7060969285855782
2026-03-15,19.69043553674039,74,3,15,0.7824647148432095
2026-03-16,20.705327370749888,75,3,16,0.9592252602081487
2026-03-17,22.81823803268672,76,3,17,1.3272243202024123
2026-03-18,19.44011021671624,77,3,18,0.7388663345987704
2026-03-19,22.182025510628115,78,3,19,1.216417169530206
2026-03-20,20.164572187844087,79,3,20,0.8650436165725645
2026-03-21,32.20546362354579,80,3,21,2.9621681233746795
2026-03-22,20.20812700832991,81,3,22,0.8726294238126631
2026-03-23,23.1381477929196,82,3,23,1.3829420053698367
2026-03-24,23.407652744685123,83,3,24,1.42988084225497
2026-03-25,29.886838753452228,84,3,25,2.5583404613515217
2026-03-26,18.589468495373048,85,3,26,0.5907127190742748
2026-03-27,21.59685468449176,86,3,27,1.114499791841909
2026-03-28,21.627888138350983,87,3,28,1.1199047917097693
2026-03-29,18.66503001344992,88,3,29,0.6038730330075381
2026-03-30,21.61179175535038,89,3,30,1.1171013348858547
2026-03-31,21.44274001563212,90,3,31,1.087658120637653
2026-04-01,21.664660275113857,91,4,1,1.1263092800804768
2026-04-02,13.34019487166546,92,4,2,-0.3235368959124409
2026-04-03,20.963677352583552,93,4,3,1.0042212707716875
2026-04-04,19.7230758036344,94,4,4,0.7881495683258205
2026-04-05,20.340254992875813,95,4,5,0.8956417427846626
2026-04-06,20.10533511275745,96,4,6,0.8547264799603099
2026-04-07,20.989640504347577,97,4,7,1.008743191937484
2026-04-08,22.024946425246178,98,4,8,1.1890591951460339
2026-04-09,20.551023465216865,99,4,9,0.9323506302427035
2026-04-10,21.754194785494352,100,4,10,1.141903226502644
2026-04-11,21.222126341794976,101,4,11,1.0492345251414148
2026-04-12,23.866313592649764,102,4,12,1.509764371619358
2026-04-13,25.7298194089729,103,4,13,1.834325367526368
2026-04-14,21.780867632446512,104,4,14,1.146548753065877
2026-04-15,22.77376307770818,105,4,15,1.3194782560075413
2026-04-16,21.50647377939304,106,4,16,1.0987584314915044
2026-04-17,21.950185747984747,107,4,17,1.1760383611598388
2026-04-18,23.3935647117406,108,4,18,1.4274271734964428
2026-04-19,19.821666592002387,109,4,19,0.8053208184392797
2026-04-20,21.83320287479745,110,4,20,1.1556638189968063
2026-04-21,20.216715513476323,111,4,21,0.8741252569671698
2026-04-22,22.3263668564302,112,4,22,1.2415566515397216
2026-04-23,21.73887876419628,113,4,23,1.1392356828425745
2026-04-24,22.699301791383935,114,4,24,1.3065095660071002
2026-04-25,20.997109544331384,115,4,25,1.01004405133614
2026-04-26,20.496518256502203,116,4,26,0.922857628038152
2026-04-27,19.25183976459037,117,4,27,0.7060758571521254
2026-04-28,22.603722641319703,118,4,28,1.2898628435439525
2026-04-29,21.18771636888868,119,4,29,1.043241447482212
2026-04-30,18.118284908595736,120,4,30,0.5086481433482803
2026-05-01,30.425957074160472,121,5,1,2.6522370178033965
2026-05-02,23.560229459624463,122,5,2,1.4564546528216793
2026-05-03,8.326759549470417,123,5,3,-1.1967112894850604
2026-05-04,22.51250631422714,124,5,4,1.2739759803504929
2026-05-05,22.47282474847073,125,5,5,1.2670647658062526
2026-05-06,20.116418460822068,126,5,6,0.8566568321246695
2026-05-07,19.003238293405357,127,5,7,0.6627777142834562
2026-05-08,16.138918337796312,128,5,8,0.1639080411943379
2026-05-09,18.782633763722643,129,5,9,0.6243557113960752
2026-05-10,19.5441396470032,130,5,10,0.7569848160125788
2026-05-11,23.703480071217548,131,5,11,1.481404165055924
2026-05-12,19.28376658505944,132,5,12,0.7116364518960857
2026-05-13,21.486899611591472,133,5,13,1.095349259735731
2026-05-14,18.357934939858698,134,5,14,0.5503872418445339
2026-05-15,14.177357782738357,135,5,15,-0.17773084273341744
2026-05-16,21.60699254303108,136,5,16,1.1162654710445519
2026-05-17,19.03481845176121,137,5,17,0.6682779319683684
2026-05-18,17.315250341997938,138,5,18,0.368786117482974
2026-05-19,18.406419989576417,139,5,19,0.5588317317329706
2026-05-20,19.636384808120614,140,5,20,0.7730508680192977
2026-05-21,18.244127417110903,141,5,21,0.5305657405638913
2026-05-22,16.835101068476266,142,5,22,0.2851600160599568
2026-05-23,18.1084669390612,143,5,23,0.5069381782158926
2026-05-24,23.017557523736144,144,5,24,1.3619391742973255
2026-05-25,21.94633526039867,145,5,25,1.175367733746327
2026-05-26,17.390025280606434,146,5,26,0.38180943532350736
2026-05-27,18.493090793230948,147,5,27,0.5739269152863434
2026-05-28,18.5985648338579,148,5,28,0.5922969999774469
2026-05-29,19.23849955704086,149,5,29,0.7037524348102422
2026-05-30,18.15542346190404,150,5,30,0.515116449345882
2026-05-31,19.535662664689344,151,5,31,0.7555084064419881
2026-06-01,21.15534080888212,152,6,1,1.0376026971725891
2026-06-02,9.166043097732024,153,6,2,-1.0505358915409728
2026-06-03,14.67502844446074,154,6,3,-0.09105309577525691
2026-06-04,18.06299296845153,155,6,4,0.49901811858439565
2026-06-05,21.527975404762472,156,6,5,1.1025033025202902
2026-06-06,19.12679297745168,157,6,6,0.6842968482468657
2026-06-07,16.432185632197722,158,6,7,0.21498549118356344
2026-06-08,17.746436341955093,159,6,8,0.4438844382616986
2026-06-09,16.50920866045798,160,6,9,0.22840035178713664
2026-06-10,19.048954117023666,161,6,10,0.670739896699148
2026-06-11,16.28112795001822,162,6,11,0.1886762458148963
2026-06-12,18.99310020679329,163,6,12,0.6610119953580943
2026-06-13,14.04253886467006,164,6,13,-0.2012118332042109
2026-06-14,19.04943269753946,165,6,14,0.6708232495749303
2026-06-15,14.63609485088339,166,6,15,-0.09783403833793472
2026-06-16,20.74250708536388,167,6,16,0.9657007351419833
2026-06-17,14.867440518414718,168,6,17,-0.05754128497218966
2026-06-18,15.884125573533876,169,6,18,0.11953158012050956
2026-06-19,17.437651568829313,170,6,19,0.3901043574007947
2026-06-20,13.56548198613001,171,6,20,-0.28429934183820577
2026-06-21,14.944679638075126,172,6,21,-0.04408878840342348
2026-06-22,19.00862271595692,173,6,22,0.6637155023656893
2026-06-23,18.19253096456839,174,6,23,0.5215793473496709
2026-06-24,17.53892739758779,175,6,24,0.40774325262464495
2026-06-25,12.901434210525608,176,6,25,-0.39995447180460825
2026-06-26,16.819364090254826,177,6,26,0.2824191556454745
2026-06-27,16.873500042755474,178,6,27,0.2918478456469111
2026-06-28,16.70616644262832,179,6,28,0.2627038744125561
2026-06-29,11.854969384719976,180,6,29,-0.5822139866771053
2026-06-30,15.567517673820962,181,6,30,0.0643889697016155
2026-07-01,14.55501533631836,182,7,1,-0.11195540450936169
2026-07-02,12.227971492651186,183,7,2,-0.5172493729017464
2026-07-03,16.70932056146605,184,7,3,0.2632532174530855
2026-07-04,17.94367812353696,185,7,4,0.4782374241788526
2026-07-05,15.378125626561022,186,7,5,0.03140314752863304
2026-07-06,13.226510027069557,187,7,6,-0.3433370307219917
2026-07-07,15.32480306403598,188,7,7,0.022116123122350846
2026-07-08,24.651475108975127,189,7,8,1.6465135040632943
2026-07-09,9.147676857564576,190,7,9,-1.0537346823081386
2026-07-10,11.190980243687203,191,7,10,-0.6978589044430434
2026-07-11,18.536356172942625,192,7,11,0.5814623115295511
2026-07-12,16.20997689542028,193,7,12,0.17628408854988387
2026-07-13,13.05175824494482,194,7,13,-0.3737730035781636
2026-07-14,15.028259934951446,195,7,14,-0.02953186877657418
2026-07-15,12.875412244209228,196,7,15,-0.40448663651755085
2026-07-16,14.270522526564244,197,7,16,-0.16150462987446693
2026-07-17,15.928077549673954,198,7,17,0.12718655872221385
2026-07-18,11.229477568387448,199,7,18,-0.691153945470004
2026-07-19,15.862745773870495,200,7,19,0.1158079270949824
2026-07-20,13.937189373151854,201,7,20,-0.2195602255655026
2026-07-21,26.075439989579426,202,7,21,1.8945210260883274
2026-07-22,12.678759031116572,203,7,22,-0.43873711329663606
2026-07-23,9.265577179413857,204,7,23,-1.0332003509730954
2026-07-24,1.52177811263938,205,7,24,-2.3819136821582547
2026-07-25,22.79125644151729,206,7,25,1.3225250206218058
2026-07-26,13.372045982894658,207,7,26,-0.31798948721065834
2026-07-27,13.12907596251149,208,7,27,-0.36030681785720425
2026-07-28,9.211685160712443,209,7,28,-1.0425865557855287
2026-07-29,11.554375223730958,210,7,29,-0.6345675341679978
2026-07-30,11.334417172639055,211,7,30,-0.6728769418955312
2026-07-31,21.662576218437543,212,7,31,1.1259463064291653
2026-08-01,16.309708205323417,213,8,1,0.19365397974192738
2026-08-02,12.680440824529258,214,8,2,-0.43844420058332434
2026-08-03,14.424774787793044,215,8,3,-0.13463899463641393
2026-08-04,11.329726997048104,216,8,4,-0.6736938151499337
2026-08-05,10.449727609861348,217,8,5,-0.826960563770248
2026-08-06,10.94476033844209,218,8,6,-0.7407422573998695
2026-08-07,12.537329937044014,219,8,7,-0.46336937750549434
2026-08-08,9.716584545939194,220,8,8,-0.9546498046004092
2026-08-09,12.583922910598464,221,8,9,-0.45525442462118365
2026-08-10,9.764979129635371,222,8,10,-0.9462210708967882
2026-08-11,15.45796766294596,223,8,11,0.04530898598502635
2026-08-12,7.522377291606714,224,8,12,-1.3368080385348107
2026-08-13,-2.162145286010576,225,8,13,-3.023531130645808
2026-08-14,10.303337620982154,226,8,14,-0.8524568515549535
2026-08-15,13.446923386392136,227,8,15,-0.30494832337999045
2026-08-16,3.766297722470592,228,8,16,-1.9909927021867546
2026-08-17,9.508774635241863,229,8,17,-0.9908434086044745
2026-08-18,4.978984593822453,230,8,18,-1.7797828120744146
2026-08-19,12.579518727401815,231,8,19,-0.45602148747225724
2026-08-20,10.401719841182771,232,8,20,-0.8353219271086978
2026-08-21,10.42667024931518,233,8,21,-0.8309763923425554
2026-08-22,8.832684564086422,234,8,22,-1.108595907628068
2026-08-23,9.977365218706192,235,8,23,-0.9092304481781375
2026-08-24,12.023581603599766,236,8,24,-0.552847322402511
2026-08-25,7.580798156533034,237,8,25,-1.3266330587004855
2026-08-26,9.79966245193027,238,8,26,-0.9401803848271266
2026-08-27,7.295390525202868,239,8,27,-1.3763416156862378
2026-08-28,21.01651762634495,240,8,28,1.0134242964482247
2026-08-29,8.54645022587524,241,8,29,-1.1584484495728558
2026-08-30,10.10914234867381,242,8,30,-0.8862792364537511
2026-08-31,9.77784763023534,243,8,31,-0.9439798042830907
2026-09-01,12.075496236971198,244,9,1,-0.5438055126256975
2026-09-02,9.395425546823136,245,9,2,-1.0105850658078426
2026-09-03,9.820547248801674,246,9,3,-0.936542944894005
2026-09-04,8.919543826356739,247,9,4,-1.093467900825371
2026-09-05,12.235505575427355,248,9,5,-0.515937185202808
2026-09-06,0.4670197412872703,249,9,6,-2.5656176579916927
2026-09-07,9.524190597749982,250,9,7,-0.9881584584955598
2026-09-08,10.201857451336952,251,9,8,-0.870131336193722
2026-09-09,9.21085396194773,252,9,9,-1.042731323081938
2026-09-10,9.605742768835777,253,9,10,-0.9739547712120882
2026-09-11,9.40370174539445,254,9,11,-1.0091436261154623
2026-09-12,7.450852068602527,255,9,12,-1.3492653635441385
2026-09-13,11.304513573228752,256,9,13,-0.6780851585379467
2026-09-14,7.533118450918836,257,9,14,-1.3349372843182146
2026-09-15,8.930537656097684,258,9,15,-1.091553139788245
2026-09-16,8.877117094062852,259,9,16,-1.1008572324634947
2026-09-17,7.606367861966786,260,9,17,-1.3221796628549058
2026-09-18,6.641591986396967,261,9,18,-1.4902116680459756
2026-09-19,5.640218876494489,262,9,19,-1.6646176993969886
2026-09-20,20.518080368691447,263,9,20,0.9266130338676909
2026-09-21,-4.277717425477661,264,9,21,-3.3919937318805857
2026-09-22,5.988060137700992,265,9,22,-1.6040352718210518
2026-09-23,8.038523404165598,266,9,23,-1.2469124799278744
2026-09-24,8.07292379719204,267,9,24,-1.240921070766467
2026-09-25,8.242686464409791,268,9,25,-1.211354036493004
2026-09-26,11.973603028418191,269,9,26,-0.5615519349628039
2026-09-27,9.947009073867411,270,9,27,-0.9145174832463787
2026-09-28,10.979242300070672,271,9,28,-0.7347366416894333
2026-09-29,14.384369877212425,272,9,29,-0.1416761918926341
2026-09-30,9.759554628513026,273,9,30,-0.9471658393386924
2026-10-01,7.520003207605221,274,10,1,-1.3372215253407773
2026-10-02,14.209696183423926,275,10,2,-0.17209856434683454
2026-10-03,9.613203237439713,276,10,3,-0.9726554046639311
2026-10-04,8.635618099328012,277,10,4,-1.1429183591608798
2026-10-05,-0.3606943463265715,278,10,5,-2.709778039058959
2026-10-06,6.143486463444674,279,10,6,-1.576965153428253
2026-10-07,6.414537725749476,280,10,7,-1.5297570004593093
2026-10-08,7.958804794371301,281,10,8,-1.2607968215599334
2026-10-09,8.789939953052992,282,10,9,-1.1160406032148205
2026-10-10,8.162729940974131,283,10,10,-1.2252798148019461
2026-10-11,6.695908587907363,284,10,11,-1.4807515149699406
2026-10-12,7.617801926420252,285,10,12,-1.320188227510956
2026-10-13,8.187851923704336,286,10,13,-1.2209043974232325
2026-10-14,9.594890137638224,287,10,14,-0.9758449401392982
2026-10-15,16.874751473007894,288,10,15,0.2920658033508666
2026-10-16,9.69517179541216,289,10,16,-0.9583791965750879
2026-10-17,11.072169744628916,290,10,17,-0.7185517585038114
2026-10-18,6.583817071610176,291,10,18,-1.5002741447591643
2026-10-19,8.065910857594451,292,10,19,-1.242142492583395
2026-10-20,9.090513082507028,293,10,20,-1.06369071872078
2026-10-21,9.019625612935446,294,10,21,-1.0760369682038518
2026-10-22,6.804238913529661,295,10,22,-1.4618839600297167
2026-10-23,-0.7179048453776726,296,10,23,-2.771992277568404
2026-10-24,20.1297179449226,297,10,24,0.8589731617904577
2026-10-25,10.0451719030635,298,10,25,-0.8974207694471192
2026-10-26,7.220020543533499,299,10,26,-1.389468570320793
2026-10-27,5.014410076772526,300,10,27,-1.7736128661981798
2026-10-28,6.526709662385307,301,10,28,-1.5102203641105285
2026-10-29,9.405902690631384,302,10,29,-1.0087602943481133
2026-10-30,11.388042006915065,303,10,30,-0.663537271761144
2026-10-31,11.003104915617495,304,10,31,-0.7305805643651863
2026-11-01,8.537683555545946,305,11,1,-1.1599753132015824
2026-11-02,9.511353813075123,306,11,2,-0.9903942012455
2026-11-03,12.827857428204371,307,11,3,-0.412769110501541
2026-11-04,12.379066818007765,308,11,4,-0.4909335713383338
2026-11-05,8.494574443826748,309,11,5,-1.167483492735927
2026-11-06,8.100024706739502,310,11,6,-1.2362009898761024
2026-11-07,8.991660125073867,311,11,7,-1.080907630002637
2026-11-08,10.264368794633048,312,11,8,-0.8592439304996
2026-11-09,11.408297557628178,313,11,9,-0.6600094256688445
2026-11-10,10.124889372616328,314,11,10,-0.8835366264073604
2026-11-11,11.056494354340929,315,11,11,-0.7212818923400117
2026-11-12,11.024929039552326,316,11,12,-0.7267795247671116
2026-11-13,10.785012447639016,317,11,13,-0.7685650493004555
2026-11-14,10.881019232945995,318,11,14,-0.7518438469408378
2026-11-15,10.26451148477812,319,11,15,-0.8592190786020717
2026-11-16,10.883437597452804,320,11,16,-0.7514226479373677
2026-11-17,14.199593231859147,321,11,17,-0.17385816391059372
2026-11-18,11.70726229297277,322,11,18,-0.6079396701603965
2026-11-19,14.627469312215798,323,11,19,-0.09933632150532079
2026-11-20,8.810166695346368,324,11,20,-1.1125177745951353
2026-11-21,9.367510285016484,325,11,21,-1.0154469798912922
2026-11-22,10.20903703747773,326,11,22,-0.8688808900681239
2026-11-23,15.170478895134066,327,11,23,-0.004762036050854217
2026-11-24,14.65113403523242,328,11,24,-0.09521471050584819
2026-11-25,10.624195899682748,329,11,25,-0.796573965884359
2026-11-26,11.793994699316682,330,11,26,-0.5928337574587479
2026-11-27,10.79837579508676,331,11,27,-0.7662375967546681
2026-11-28,11.157764325271987,332,11,28,-0.703644017355693
2026-11-29,10.728894092533238,333,11,29,-0.7783390081806763
2026-11-30,9.868669905387046,334,11,30,-0.9281615718871546
2026-12-01,16.079603783292466,335,12,1,0.15357741023363974
2026-12-02,10.8111342926555,336,12,2,-0.7640154890258292
2026-12-03,8.886566965229697,337,12,3,-1.0992113778757393
2026-12-04,0.9554117217426316,338,12,4,-2.4805559500103627
2026-12-05,14.165164078559124,339,12,5,-0.17985458215914985
2026-12-06,11.555668201480897,340,12,6,-0.6343423402659827
2026-12-07,12.372768338622304,341,12,7,-0.49203055784845817
2026-12-08,8.629071108758774,342,12,8,-1.1440586280887965
2026-12-09,11.35019814698068,343,12,9,-0.6701284188140165
2026-12-10,13.607150560220582,344,12,10,-0.2770420562497201
2026-12-11,12.53894083879234,345,12,11,-0.4630888117722588
2026-12-12,11.5591919022961,346,12,12,-0.633728628285133
2026-12-13,14.166463956724751,347,12,13,-0.17962818643325612
2026-12-14,14.65700055592834,348,12,14,-0.0941929568934374
2026-12-15,17.961381096841762,349,12,15,0.4813206958252267
2026-12-16,13.16625850743371,350,12,16,-0.3538308499774129
2026-12-17,12.250915448673068,351,12,17,-0.5132532956417346
2026-12-18,12.8833303270735,352,12,18,-0.4031075687209324
2026-12-19,12.64101508134541,353,12,19,-0.4453108593079918
2026-12-20,15.921649063577432,354,12,20,0.12606692934870406
2026-12-21,14.360196565021427,355,12,21,-0.14588638228235962
2026-12-22,13.68384445484168,356,12,22,-0.2636845198255384
2026-12-23,11.780150968615596,357,12,23,-0.5952448768574942
2026-12-24,14.912174835165176,358,12,24,-0.04975004854643176
2026-12-25,15.62436129950074,359,12,25,0.07428924669565017
2026-12-26,14.095290048639212,360,12,26,-0.1920243240189254
2026-12-27,19.143832375200112,361,12,27,0.6872645470082246
2026-12-28,13.62270520306568,362,12,28,-0.2743329526190463
2026-12-29,15.789818771011952,363,12,29,0.10310645846045792
2026-12-30,16.71776191262445,364,12,30,0.26472342125646114
2026-12-31,10.95733056174236,365,12,31,-0.7385529408131585
