date,temperature,day_of_year,month,day_of_month,temperature_scaled
2026-02-13,16.899590973677622,44,2,13,0.30875136863111635
2026-02-14,16.193617961368133,45,2,14,0.18796006520613417
2026-02-15,18.573565733342832,46,2,15,0.5951668400370399
2026-02-16,25.308556067760996,47,2,16,1.7475172087681146
2026-02-17,18.44187340764565,48,2,17,0.5726344097675155
2026-02-18,17.03751621899382,49,2,18,0.3323502454528415
2026-02-19,22.356658173764533,50,2,19,1.2424503181417343
2026-02-20,16.974451623929482,51,2,20,0.32155995389074643
2026-02-21,23.57187288775426,52,2,21,1.450372386952612
2026-02-22,21.988572498689773,53,2,22,1.179471213148903
2026-02-23,19.692749125025102,54,2,23,0.7866580419608175
2026-02-24,18.595104150442,55,2,24,0.5988520424877803
2026-02-25,11.756880733147923,56,2,25,-0.5711614074372455
2026-02-26,23.77741999059812,57,2,26,1.485541298560885
2026-02-27,19.94621156684033,58,2,27,0.8300252219837251
2026-02-28,20.269165561822817,59,2,28,0.8852823399189053
2026-03-01,22.043935462834977,60,3,1,1.1889437630679047
2026-03-02,20.770005224020405,61,3,2,0.9709755244301191
2026-03-03,19.15635378880965,62,3,3,0.6948813158214021
2026-03-04,22.00227692861092,63,3,4,1.1818160279279504
2026-03-05,18.879618611950853,64,3,5,0.647532193215476
2026-03-06,23.31279339514119,65,3,6,1.4060441349404842
2026-03-07,30.66747821171693,66,3,7,2.6644236335673464
2026-03-08,20.70725511776631,67,3,8,0.9602390416009914
2026-03-09,24.17108074478288,68,3,9,1.552896274992184
2026-03-10,24.048978890313904,69,3,10,1.5320047651260116
2026-03-11,21.361240156791936,70,3,11,1.0721352527973944
2026-03-12,20.72349080483963,71,3,12,0.9630169520442975
2026-03-13,24.407584219534517,72,3,13,1.5933617920610772
2026-03-14,23.935422397217323,73,3,14,1.512575358372014
2026-03-15,20.68550892068528,74,3,15,0.9565182881951905
2026-03-16,16.734534321824224,75,3,16,0.28051033424495325
2026-03-17,20.46461348106714,76,3,17,0.9187232909263537
2026-03-18,25.71692491654959,77,3,18,1.8173887260403774
2026-03-19,20.9315273983224,78,3,19,0.9986118131065795
2026-03-20,19.55372511224697,79,3,20,0.7628711670831128
2026-03-21,21.03123984106688,80,3,21,1.015672516160076
2026-03-22,22.59831768129032,81,3,22,1.2837980274593854
2026-03-23,21.80775111218413,82,3,23,1.1485328478257335
2026-03-24,20.49821690418156,83,3,24,0.9244728043025856
2026-03-25,24.70251465158843,84,3,25,1.6438241053313014
2026-03-26,22.272363099406643,85,3,26,1.2280275119912754
2026-03-27,20.90993336689167,86,3,27,0.994917095097197
2026-03-28,20.781547123648377,87,3,28,0.972950332355853
2026-03-29,23.5392452864389,88,3,29,1.4447898357476865
2026-03-30,23.304956810418474,89,3,30,1.4047033028313922
2026-03-31,29.360213357736743,90,3,31,2.4407518743348393
2026-04-01,19.440992968838536,91,4,1,0.7435828057679255
2026-04-02,24.203816024623077,92,4,2,1.5584972498891472
2026-04-03,21.732597941665677,93,4,3,1.135674212629826
2026-04-04,18.50710541193168,94,4,4,0.5837955429629003
2026-04-05,21.387556967438314,95,4,5,1.0766380337883636
2026-04-06,22.659856862180185,96,4,6,1.2943273221233202
2026-04-07,18.98742350071409,97,4,7,0.6659775059997386
2026-04-08,24.748009406667425,98,4,8,1.6516082141699875
2026-04-09,22.0659115210052,99,4,9,1.1927038454849943
2026-04-10,20.403492124005425,100,4,10,0.908265485517566
2026-04-11,24.87964477749372,101,4,11,1.6741308995158808
2026-04-12,24.94438083084789,102,4,12,1.685207175983814
2026-04-13,22.14233308198284,103,4,13,1.2057795010685735
2026-04-14,16.91546796619548,104,4,14,0.31146790678096264
2026-04-15,24.34684172512812,105,4,15,1.5829688096882368
2026-04-16,21.41287954980041,106,4,16,1.080970703276108
2026-04-17,19.07691475724984,107,4,17,0.6812893739233152
2026-04-18,20.425877196539687,108,4,18,0.9120955498989662
2026-04-19,21.07900257125206,109,4,19,1.023844673358168
2026-04-20,24.648820515265903,110,4,20,1.6346370902477372
2026-04-21,21.1824685631193,111,4,21,1.0415476050565309
2026-04-22,21.37442645180099,112,4,22,1.074391415191307
2026-04-23,22.527573673608146,113,4,23,1.2716937957841796
2026-04-24,23.445203728108925,114,4,24,1.4286994155634456
2026-04-25,11.507871159502043,115,4,25,-0.6137667059989972
2026-04-26,19.017521313220698,116,4,26,0.6711272127725523
2026-04-27,17.60797890962276,117,4,27,0.42995586316756534
2026-04-28,25.18937401391904,118,4,28,1.727125273981059
2026-04-29,20.231453011309164,119,4,29,0.8788297587966858
2026-04-30,20.763165359595117,120,4,30,0.9698052302053046
2026-05-01,20.487550695558188,121,5,1,0.9226478262655283
2026-05-02,21.489480500349657,122,5,2,1.094077052242858
2026-05-03,21.062039997214743,123,5,3,1.0209423932544177
2026-05-04,22.27182438852571,124,5,4,1.2279353390776622
2026-05-05,21.36153557010868,125,5,5,1.0721857977317704
2026-05-06,34.30753190007877,126,5,6,3.287233318764475
2026-05-07,17.214705816804223,127,5,7,0.36266721522318773
2026-05-08,19.256871650969916,128,5,8,0.7120798253623144
2026-05-09,21.587692273412006,129,5,9,1.110880992157036
2026-05-10,31.082727564826303,130,5,10,2.735472398511456
2026-05-11,18.07342927191856,131,5,11,0.5095939725018255
2026-05-12,23.105693986958727,132,5,12,1.3706096253817317
2026-05-13,20.377193392008024,133,5,13,0.9037657977660495
2026-05-14,20.79217509708381,134,5,14,0.9747687683890272
2026-05-15,18.788198436978533,135,5,15,0.6318902892025707
2026-05-16,18.87192526361159,136,5,16,0.6462158687138325
2026-05-17,18.877798622700183,137,5,17,0.6472207948050909
2026-05-18,20.10081647935685,138,5,18,0.8564779738214812
2026-05-19,21.791572873733003,139,5,19,1.1457647667864332
2026-05-20,20.67249060629061,140,5,20,0.9542908671228406
2026-05-21,21.58598776820024,141,5,21,1.1105893529546387
2026-05-22,9.363992261367564,142,5,22,-0.9805823235589687
2026-05-23,17.230709924045886,143,5,23,0.36540550258002263
2026-05-24,21.17932659614282,144,5,24,1.0410100175286934
2026-05-25,17.867275223931745,145,5,25,0.47432121316333237
2026-05-26,21.199395726850888,146,5,26,1.044443826491027
2026-05-27,20.179630774394862,147,5,27,0.8699630239015387
2026-05-28,19.721159793439224,148,5,28,0.7915190800020454
2026-05-29,16.11742860643252,149,5,29,0.17492413985301739
2026-05-30,18.75025711553024,150,5,30,0.6253985655934585
2026-05-31,18.55371672986908,151,5,31,0.591770694632787
2026-06-01,15.438727462109195,152,6,1,0.05879902681129991
2026-06-02,18.41950495779192,153,6,2,0.5688071895107667
2026-06-03,20.46682183562249,154,6,3,0.9191011382668528
2026-06-04,7.249591382897314,155,6,4,-1.3423542803053612
2026-06-05,22.855950270031634,156,6,5,1.3278787156106389
2026-06-06,19.644735108118496,157,6,6,0.7784428898463687
2026-06-07,17.57840867441904,158,6,7,0.42489642436387
2026-06-08,17.708302044380638,159,6,8,0.4471210550372114
2026-06-09,15.891246313474236,160,6,9,0.13622456706240044
2026-06-10,14.821169376427935,161,6,10,-0.04686456770210418
2026-06-11,17.849237437205822,162,6,11,0.47123496520266533
2026-06-12,4.824853335492175,163,6,12,-1.7572246281846302
2026-06-13,17.25356447259196,164,6,13,0.3693158938555176
2026-06-14,19.320498650042136,165,6,14,0.7229663437092569
2026-06-15,16.69434369862021,166,6,15,0.27363375726874
2026-06-16,18.757454738783203,167,6,16,0.6266300720096079
2026-06-17,19.227632239363466,168,6,17,0.7070769901579363
2026-06-18,24.498137964541463,169,6,18,1.6088554507402102
2026-06-19,17.905147622006083,170,6,19,0.480801144049449
2026-06-20,7.704550493914354,171,6,20,-1.2645112139747636
2026-06-21,18.252561871820276,172,6,21,0.5402433880612811
2026-06-22,16.60836892140657,173,6,22,0.2589235555751442
2026-06-23,13.988875982804482,174,6,23,-0.1892691668791987
2026-06-24,17.640937183246386,175,6,24,0.43559499208640556
2026-06-25,14.686832010607633,176,6,25,-0.06984956179278394
2026-06-26,14.276082399320508,177,6,26,-0.1401284252388077
2026-06-27,14.831068746510615,178,6,27,-0.045170795001839854
2026-06-28,13.959916191336418,179,6,28,-0.1942241593468279
2026-06-29,15.398265210006466,180,6,29,0.05187597439176022
2026-06-30,16.454864535196485,181,6,30,0.23265910272997029
2026-07-01,14.03185508568488,182,7,1,-0.18191548371222258
2026-07-02,15.934483922001276,183,7,2,0.14362248029689487
2026-07-03,11.376929523835416,184,7,3,-0.6361706939262824
2026-07-04,11.881266087705155,185,7,4,-0.5498791929021665
2026-07-05,14.463989510496582,186,7,5,-0.10797769923934031
2026-07-06,14.57548626024516,187,7,6,-0.08890071259119384
2026-07-07,16.018412716897465,188,7,7,0.15798261638373226
2026-07-08,14.7978692450458,189,7,8,-0.05085119777230259
2026-07-09,16.680119515270412,190,7,9,0.27120001317793246
2026-07-10,9.962629268039706,191,7,10,-0.8781561074663654
2026-07-11,16.223351541408434,192,7,11,0.1930474521542693
2026-07-12,13.587144068366865,193,7,12,-0.2580051110671901
2026-07-13,17.202227885128046,194,7,13,0.3605322531142502
2026-07-14,1.03073554777343,195,7,14,-2.4063945326080396
2026-07-15,13.280745672242222,196,7,15,-0.3104295819604128
2026-07-16,14.901760873495364,197,7,16,-0.03307544006406664
2026-07-17,14.84668281509316,198,7,17,-0.042499242884453975
2026-07-18,3.139108047608804,199,7,18,-2.0456540256481817
2026-07-19,11.171073862328546,200,7,19,-0.6713923996250353
2026-07-20,11.272110693798606,201,7,20,-0.6541050949343448
2026-07-21,12.043572975646128,202,7,21,-0.5221086404767884
2026-07-22,12.243426582522828,203,7,22,-0.48791388055268303
2026-07-23,16.24061888500666,204,7,23,0.19600187803677394
2026-07-24,11.539273406691898,205,7,24,-0.6083938117064416
2026-07-25,15.300242198234969,206,7,25,0.03510433135290299
2026-07-26,15.47501018863596,207,7,26,0.06500696642451946
2026-07-27,13.13354695084442,208,7,27,-0.33561514162078243
2026-07-28,12.921324900987411,209,7,28,-0.37192613024326493
2026-07-29,12.42197101942205,210,7,29,-0.45736509911727863
2026-07-30,16.81788569546987,211,7,30,0.2947716741111667
2026-07-31,10.457575697749602,212,7,31,-0.7934712493658821
2026-08-01,10.2921522978163,213,8,1,-0.821775033995791
2026-08-02,13.61870307524011,214,8,2,-0.25260539534357257
2026-08-03,13.833927741906365,215,8,3,-0.21578066187284392
2026-08-04,12.544546812620467,216,8,4,-0.43639249879031733
2026-08-05,12.657041308393133,217,8,5,-0.4171447987570483
2026-08-06,12.513727988944478,218,8,6,-0.44166556988076794
2026-08-07,10.622902200959183,219,8,7,-0.76518404367221
2026-08-08,12.28692784328612,220,8,8,-0.4804708566741376
2026-08-09,11.443802488981875,221,8,9,-0.624728793905899
2026-08-10,11.670926138473684,222,8,10,-0.585868155917761
2026-08-11,23.11371202789585,223,8,11,1.3719815044745907
2026-08-12,9.791523696325656,224,8,12,-0.9074321062230376
2026-08-13,11.221636788770567,225,8,13,-0.6627411315405327
2026-08-14,7.897094933011495,226,8,14,-1.231567045628028
2026-08-15,12.5613002794558,227,8,15,-0.4335259967277146
2026-08-16,14.383064743007145,228,8,16,-0.12182384912605507
2026-08-17,10.10447425494086,229,8,17,-0.8538865666293302
2026-08-18,10.743195531376,230,8,18,-0.7446019705319845
2026-08-19,8.94038789114352,231,8,19,-1.0530606238958233
2026-08-20,9.226496289184428,232,8,20,-1.0041077521604875
2026-08-21,9.265655682744054,233,8,21,-0.9974076175846273
2026-08-22,8.938286430384817,234,8,22,-1.0534201818105227
2026-08-23,9.515955472542728,235,8,23,-0.9545815642800191
2026-08-24,9.752019032569551,236,8,24,-0.9141913161974463
2026-08-25,8.490167293807106,237,8,25,-1.1300929350930093
2026-08-26,12.978774898226234,238,8,26,-0.3620964909691833
2026-08-27,10.863833265765964,239,8,27,-0.7239609702031895
2026-08-28,0.8759139416346962,240,8,28,-2.4328843605161476
2026-08-29,11.18006896827922,241,8,29,-0.6698533456480662
2026-08-30,8.990621623788346,242,8,30,-1.0444656805534132
2026-08-31,9.66797992392944,243,8,31,-0.9285703268597725
2026-09-01,8.730077844775556,244,9,1,-1.0890444705602311
2026-09-02,9.572430300606406,245,9,2,-0.9449187755139198
2026-09-03,7.297565705117877,246,9,3,-1.3341459199135175
2026-09-04,7.84104046715402,247,9,4,-1.2411579108249364
2026-09-05,8.280604949289328,248,9,5,-1.165948850689965
2026-09-06,8.28752668684179,249,9,6,-1.1647645480518338
2026-09-07,11.694945614509775,250,9,7,-0.5817584466691124
2026-09-08,4.539443523560683,251,9,8,-1.8060579725085215
2026-09-09,7.745476070726323,252,9,9,-1.2575088871430833
2026-09-10,9.208113687037256,253,9,10,-1.0072529977080982
2026-09-11,6.399328730033529,254,9,11,-1.4878334024562454
2026-09-12,6.444106514346232,255,9,12,-1.4801719666261135
2026-09-13,7.223143784440005,256,9,13,-1.3468794389649936
2026-09-14,9.11514362851415,257,9,14,-1.0231600853059166
2026-09-15,9.228332702293317,258,9,15,-1.0037935436437573
2026-09-16,6.78530641260919,259,9,16,-1.4217929921879429
2026-09-17,7.861951276038958,260,9,17,-1.2375800915360382
2026-09-18,5.894931816746754,261,9,18,-1.5741352292075745
2026-09-19,12.461927476474944,262,9,19,-0.45052858774430915
2026-09-20,-1.4075374902885294,263,9,20,-2.823580704371191
2026-09-21,7.583179527208273,264,9,21,-1.285277669647648
2026-09-22,9.26532639559026,265,9,22,-0.9974639582999442
2026-09-23,13.330285139527025,266,9,23,-0.3019534267533817
2026-09-24,6.5278405702649325,267,9,24,-1.465845150191031
2026-09-25,9.657346263962854,268,9,25,-0.9303897358529578
2026-09-26,7.546402976600289,269,9,26,-1.2915701020862207
2026-09-27,7.991654519760122,270,9,27,-1.215387991279578
2026-09-28,5.327409624636001,271,9,28,-1.6712377304539094
2026-09-29,12.20725131585972,272,9,29,-0.4941034338865823
2026-09-30,4.87115976321666,273,9,30,-1.7493016429369403
2026-10-01,7.472531860414001,274,10,1,-1.304209379018932
2026-10-02,9.813382308118936,275,10,2,-0.9036921187680875
2026-10-03,9.124678150904362,276,10,3,-1.0215287376949356
2026-10-04,11.257704610035692,277,10,4,-0.656569962010891
2026-10-05,0.5094515914584559,278,10,5,-2.4955857161801016
2026-10-06,7.562262924382563,279,10,6,-1.2888564802742397
2026-10-07,6.55986071992358,280,10,7,-1.460366533380343
2026-10-08,11.37513051490312,281,10,8,-0.636478502624372
2026-10-09,10.678031487777664,282,10,9,-0.7557514757190675
2026-10-10,7.8834993160400275,283,10,10,-1.2338932426160376
2026-10-11,10.627404007346662,284,10,11,-0.7644137889289989
2026-10-12,9.559076662718004,285,10,12,-0.9472035701135442
2026-10-13,8.159989917185891,286,10,13,-1.1865859666793697
2026-10-14,11.680177672018552,287,10,14,-0.5842852274260488
2026-10-15,9.640278348392384,288,10,15,-0.9333100397917163
2026-10-16,10.049644786781451,289,10,16,-0.863267835898261
2026-10-17,5.992063588392512,290,10,17,-1.5575160764970661
2026-10-18,6.752215777983031,291,10,18,-1.427454767947016
2026-10-19,9.309384338535134,292,10,19,-0.9899256866355284
2026-10-20,15.692454906871411,293,10,20,0.10221154858356642
2026-10-21,11.36374046808085,294,10,21,-0.6384273286810972
2026-10-22,10.278883877427832,295,10,22,-0.8240452479631359
2026-10-23,-4.024832547395649,296,10,23,-3.271397371415593
2026-10-24,6.937121263823067,297,10,24,-1.3958176171556818
2026-10-25,7.89945695846524,298,10,25,-1.2311629053446091
2026-10-26,8.354614333832984,299,10,26,-1.1532859161742899
2026-10-27,10.031700098250813,300,10,27,-0.8663381548472535
2026-10-28,7.528477045098163,301,10,28,-1.2946372117256746
2026-10-29,10.867254590018234,302,10,29,-0.7233755849141409
2026-10-30,10.508099198013992,303,10,30,-0.7848267270624535
2026-10-31,18.867511277810333,304,10,31,0.6454606399884609
2026-11-01,8.685227674190873,305,11,1,-1.09671829161188
2026-11-02,9.388507234835936,306,11,2,-0.9763878351762096
2026-11-03,12.086308571136104,307,11,3,-0.5147966211901164
2026-11-04,13.349029669472294,308,11,4,-0.29874625570760643
2026-11-05,7.260554941700711,309,11,5,-1.3404784259384834
2026-11-06,11.37232933828998,310,11,6,-0.6369577812488025
2026-11-07,7.413165582390166,311,11,7,-1.3143668920923146
2026-11-08,7.393614105631416,312,11,8,-1.317712130961782
2026-11-09,9.592696836337172,313,11,9,-0.9414511907420603
2026-11-10,7.993452862007396,314,11,10,-1.2150802966506546
2026-11-11,11.870727819905484,315,11,11,-0.5516822803873375
2026-11-12,11.451536515664696,316,11,12,-0.6234055093787959
2026-11-13,10.63110797686462,317,11,13,-0.76378004330683
2026-11-14,10.274248449751353,318,11,14,-0.8248383651803827
2026-11-15,8.837612777298622,319,11,15,-1.070645347029027
2026-11-16,10.493338501845912,320,11,16,-0.7873522679804694
2026-11-17,7.749285126816416,321,11,17,-1.2568571613094908
2026-11-18,12.030598262493465,322,11,18,-0.5243286014185652
2026-11-19,6.592562947012529,323,11,19,-1.454771213777329
2026-11-20,11.018306534821296,324,11,20,-0.6975307424350327
2026-11-21,6.698496538180697,325,11,21,-1.4366460782118315
2026-11-22,11.86357141836428,326,11,22,-0.5529067338082505
2026-11-23,11.29539955915792,327,11,23,-0.6501203924698159
2026-11-24,10.968091039101102,328,11,24,-0.7061225654571778
2026-11-25,12.035537009454233,329,11,25,-0.523483586563499
2026-11-26,11.429990807889691,330,11,26,-0.6270919592571599
2026-11-27,11.515414769673525,331,11,27,-0.6124760015538481
2026-11-28,12.045295792180044,332,11,28,-0.5218138682247827
2026-11-29,17.84451850356485,333,11,29,0.47042756019520704
2026-11-30,8.540396304860437,334,11,30,-1.1214987996103631
2026-12-01,10.67647415541394,335,12,1,-0.7560179337887106
2026-12-02,11.746770601596058,336,12,2,-0.5728912412221842
2026-12-03,11.52299171170626,337,12,3,-0.6111795940592959
2026-12-04,11.48268377692628,338,12,4,-0.6180762429333304
2026-12-05,13.49735193136839,339,12,5,-0.27336845934856246
2026-12-06,13.440831878502896,340,12,6,-0.28303898603475686
2026-12-07,18.162470881575945,341,12,7,0.5248289062769697
2026-12-08,11.68306684420648,342,12,8,-0.5837908928434034
2026-12-09,9.138247174317254,343,12,9,-1.0192070908392215
2026-12-10,10.398877499260434,344,12,10,-0.8035144546734196
2026-12-11,13.028618022394976,345,12,11,-0.35356838036135707
2026-12-12,11.422347875166976,346,12,12,-0.6283996576953002
2026-12-13,11.168434985606844,347,12,13,-0.6718439088941355
2026-12-14,12.296340077832037,348,12,14,-0.4788604323957029
2026-12-15,14.004433853297556,349,12,15,-0.18660723020087186
2026-12-16,12.004295068858696,350,12,16,-0.5288290525519445
2026-12-17,10.217319945609214,351,12,17,-0.8345787774871762
2026-12-18,14.681402129065924,352,12,18,-0.07077860930229225
2026-12-19,8.168180376681953,353,12,19,-1.1851845869369027
2026-12-20,15.04657484453552,354,12,20,-0.008297908896317562
2026-12-21,13.841995703189456,355,12,21,-0.2144002414568017
2026-12-22,12.21276396350354,356,12,22,-0.4931602251766042
2026-12-23,22.27153469054713,357,12,23,1.2278857720321488
2026-12-24,14.321281177095432,358,12,24,-0.13239495783218702
2026-12-25,14.061646125800612,359,12,25,-0.17681826540044424
2026-12-26,14.771825786209634,360,12,26,-0.05530720853144499
2026-12-27,14.467928113226884,361,12,27,-0.10730380810020154
2026-12-28,15.840698841364713,362,12,28,0.12757594319932483
2026-12-29,14.883446738057431,363,12,29,-0.036208971023575606
2026-12-30,15.824106324810858,364,12,30,0.12473697957508631
2026-12-31,13.743936229925987,365,12,31,-0.2311781230218678
