date,temperature,day_of_year,month,day_of_month,temperature_scaled
2026-03-03,20.330302429086032,62,3,3,0.9584814074612446
2026-03-04,18.53045897838518,63,3,4,0.6397267752540196
2026-03-05,20.51702591977313,64,3,5,0.9915503821963741
2026-03-06,24.028585990400416,65,3,6,1.613452269469135
2026-03-07,11.766562438977584,66,3,7,-0.5581681599232837
2026-03-08,21.42037807664665,67,3,8,1.1515352322152448
2026-03-09,19.445256389053824,68,3,9,0.8017385947087945
2026-03-10,22.04449940751864,69,3,10,1.2620679372665191
2026-03-11,14.329754866919508,70,3,11,-0.10422342415927917
2026-03-12,23.668016045115785,71,3,12,1.5495948599541978
2026-03-13,21.679326494563767,72,3,13,1.1973953361491023
2026-03-14,23.78794530323613,73,3,14,1.5708344886275414
2026-03-15,19.36517775696961,74,3,15,0.78755656409512
2026-03-16,19.82603034858347,75,3,16,0.8691741616058478
2026-03-17,23.569405625726542,76,3,17,1.5321308255394388
2026-03-18,21.531578625268526,77,3,18,1.1712289950052284
2026-03-19,21.17734391558767,78,3,19,1.1084935640123905
2026-03-20,20.543588940557317,79,3,20,0.9962547279643795
2026-03-21,20.67495539361547,80,3,21,1.019519898839443
2026-03-22,19.826594426326118,81,3,22,0.8692740605127912
2026-03-23,9.761253557661906,82,3,23,-0.9133109889714202
2026-03-24,23.124975177408515,83,3,24,1.4534216111129612
2026-03-25,26.425224805582037,84,3,25,2.037900142293464
2026-03-26,21.66999243867677,85,3,26,1.195742262627567
2026-03-27,21.577068668580896,86,3,27,1.1792853412499413
2026-03-28,20.020138833171643,87,3,28,0.9035510284323
2026-03-29,21.007824480036284,88,3,29,1.0784714499723513
2026-03-30,24.05063878570777,89,3,30,1.6173578483985687
2026-03-31,21.42214356161261,90,3,31,1.1518479019148085
2026-04-01,22.17926713853636,91,4,1,1.2859354789225605
2026-04-02,23.991420484239534,92,4,2,1.606870209655825
2026-04-03,15.317246408242774,93,4,3,0.07066262103519266
2026-04-04,23.611744169459325,94,4,4,1.53962903708138
2026-04-05,20.9876449910381,95,4,5,1.074897636043567
2026-04-06,25.17012500465528,96,4,6,1.8156203238614863
2026-04-07,23.21490388662564,97,4,7,1.469348103286607
2026-04-08,23.073257418748003,98,4,8,1.4442623283242306
2026-04-09,20.950717887318795,99,4,9,1.068357797614874
2026-04-10,21.8861936546006,100,4,10,1.2340317811063661
2026-04-11,22.95496704601852,101,4,11,1.4233129483999047
2026-04-12,21.66642194735624,102,4,12,1.1951099239387604
2026-04-13,22.34524278704268,103,4,13,1.3153299836359487
2026-04-14,19.54609637693067,104,4,14,0.8195974886225671
2026-04-15,22.568032251039764,105,4,15,1.3547862894765388
2026-04-16,16.917224425960676,106,4,16,0.35402082331590917
2026-04-17,20.62718355637565,107,4,17,1.0110594439019243
2026-04-18,22.88599678357416,108,4,18,1.4110982245970503
2026-04-19,24.28856789629523,109,4,19,1.659495405477306
2026-04-20,21.610021600823043,110,4,20,1.1851213487054257
2026-04-21,21.93561093603299,111,4,21,1.2427836463652746
2026-04-22,22.729769757990987,112,4,22,1.3834302137702184
2026-04-23,20.007174220467974,113,4,23,0.9012549785439288
2026-04-24,17.191837977354204,114,4,24,0.402655242903612
2026-04-25,22.67871254873136,115,4,25,1.3743879151454454
2026-04-26,24.42923569909369,116,4,26,1.6844078575724934
2026-04-27,22.74681219062047,117,4,27,1.3864484509077941
2026-04-28,31.173876982364497,118,4,28,2.878892661671147
2026-04-29,20.54295313658575,119,4,29,0.9961421262483616
2026-04-30,24.258729520689908,120,4,30,1.654210990081049
2026-05-01,16.73245012981438,121,5,1,0.32129705348663523
2026-05-02,19.720891145317097,122,5,2,0.8505538710163062
2026-05-03,22.23694430516746,123,5,3,1.2961501806673659
2026-05-04,17.221863185490957,124,5,4,0.4079727465858623
2026-05-05,21.597762565320437,125,5,5,1.182950257463392
2026-05-06,23.446022222479368,126,5,6,1.5102794632405598
2026-05-07,18.83353925855169,127,5,7,0.6934026897876526
2026-05-08,21.596284359115955,128,5,8,1.1826884652087089
2026-05-09,19.818940506293647,129,5,9,0.8679185412514111
2026-05-10,22.655467160657683,130,5,10,1.3702711264752672
2026-05-11,17.0778577293717,131,5,11,0.3824691917165469
2026-05-12,20.490679405205807,132,5,12,0.9868843799629138
2026-05-13,12.469200326006575,133,5,13,-0.4337300699507501
2026-05-14,20.05600915338365,134,5,14,0.909903709117879
2026-05-15,20.236155466887173,135,5,15,0.9418078571602785
2026-05-16,20.47990976582691,136,5,16,0.984977062724913
2026-05-17,23.29315608215769,137,5,17,1.483206669594979
2026-05-18,20.400107695134437,138,5,18,0.9708440114959025
2026-05-19,20.78016488765212,139,5,19,1.038152638016454
2026-05-20,21.2114815946958,140,5,20,1.114539391689394
2026-05-21,24.939820718257124,141,5,21,1.7748331331322007
2026-05-22,16.30690183191109,142,5,22,0.24593189262680923
2026-05-23,19.283360961808864,143,5,23,0.7730667025242801
2026-05-24,21.92216142328806,144,5,24,1.2404017200445674
2026-05-25,25.911623606408103,145,5,25,1.9469406973038859
2026-05-26,18.38476786655175,146,5,26,0.6139246885501771
2026-05-27,20.40389448672254,147,5,27,0.9715146572453651
2026-05-28,20.189822320738568,148,5,28,0.9336021962991347
2026-05-29,17.378409915366937,149,5,29,0.43569737746163717
2026-05-30,18.44558974712058,150,5,30,0.6246963232516947
2026-05-31,18.239337044574704,151,5,31,0.5881686995207773
2026-06-01,15.786857676531842,152,6,1,0.15383139165552706
2026-06-02,16.604985339848298,153,6,2,0.2987228722548237
2026-06-03,14.89262100692129,154,6,3,-0.004539093631363206
2026-06-04,17.550143018775877,155,6,4,0.4661115349782846
2026-06-05,10.576787214336484,156,6,5,-0.7688789103455302
2026-06-06,6.237169679247508,157,6,6,-1.5374308590045485
2026-06-07,19.955043961218024,158,6,7,0.8920226413605952
2026-06-08,19.663873720077746,159,6,8,0.8404560103359814
2026-06-09,15.64660041966452,160,6,9,0.12899164778239822
2026-06-10,20.880701603974643,161,6,10,1.0559578221407895
2026-06-11,14.356982740932551,162,6,11,-0.09940133201374693
2026-06-12,16.72256371096649,163,6,12,0.3195461557613475
2026-06-13,17.67364580447031,164,6,13,0.4879840400649174
2026-06-14,14.97350003434434,165,6,14,0.00978468804502288
2026-06-15,18.298094792352664,166,6,15,0.598574773601829
2026-06-16,19.057209433649646,167,6,16,0.7330149707175928
2026-06-17,18.9563781119632,168,6,17,0.7151576115974893
2026-06-18,13.736848618215024,169,6,18,-0.20922789727918895
2026-06-19,16.746106802973344,170,6,19,0.3237156681879662
2026-06-20,15.758942394524963,171,6,20,0.14888755865405207
2026-06-21,15.606263410677949,172,6,21,0.12184791066523552
2026-06-22,18.34402852180409,173,6,22,0.6067096972428236
2026-06-23,13.909417126596384,174,6,23,-0.17866578844787342
2026-06-24,16.30688245349491,175,6,24,0.2459284606839256
2026-06-25,16.439369312222112,176,6,25,0.269392056870269
2026-06-26,12.924053978709471,177,6,26,-0.3531748923774076
2026-06-27,12.91285469871552,178,6,27,-0.3551582995309951
2026-06-28,13.878861719568125,179,6,28,-0.184077191048162
2026-06-29,15.878165120214597,180,6,29,0.17000205950863687
2026-06-30,4.257506716710791,181,6,30,-1.8880317622508487
2026-07-01,11.791673127166916,182,7,1,-0.5537210241598125
2026-07-02,18.878697471569325,183,7,2,0.701400268452601
2026-07-03,16.3286635595696,184,7,3,0.24978592309444808
2026-07-04,16.101671207706634,185,7,4,0.20958528030867823
2026-07-05,17.035339560062656,186,7,5,0.37493916824981066
2026-07-06,13.40237686724401,187,7,6,-0.26846328240279893
2026-07-07,15.526867974328669,188,7,7,0.10778687491093576
2026-07-08,12.4966883254501,189,7,8,-0.42886190925081746
2026-07-09,22.363520219800144,190,7,9,1.318566940913555
2026-07-10,12.954343119412728,191,7,10,-0.34781064589198135
2026-07-11,12.260451166346568,192,7,11,-0.4706998195059586
2026-07-12,15.000807368325765,193,7,12,0.014620852655016774
2026-07-13,13.459475676588267,194,7,13,-0.258351008490914
2026-07-14,14.077756607193884,195,7,14,-0.1488526459754453
2026-07-15,13.757605183180583,196,7,15,-0.2055518824408396
2026-07-16,12.047166854672245,197,7,16,-0.5084727504221708
2026-07-17,25.841803003181056,198,7,17,1.9345753770348049
2026-07-18,13.552651810610328,199,7,18,-0.24184939313146267
2026-07-19,0.5756831605195991,200,7,19,-2.540087535795279
2026-07-20,15.620935884780868,201,7,20,0.12444642504404164
2026-07-21,13.567007504738974,202,7,21,-0.23930698090095773
2026-07-22,9.634532032724064,203,7,22,-0.935753536993345
2026-07-23,13.866664985319394,204,7,23,-0.18623724865654429
2026-07-24,9.79056178043664,205,7,24,-0.9081204643357526
2026-07-25,11.634745132599235,206,7,25,-0.5815131775117947
2026-07-26,14.312846513993216,207,7,26,-0.10721791560582769
2026-07-27,13.375747049083389,208,7,27,-0.2731794580736491
2026-07-28,10.359297004639211,209,7,28,-0.8073967113096814
2026-07-29,9.518648016435929,210,7,29,-0.9562767480405262
2026-07-30,11.631420263413972,211,7,30,-0.5821020161987777
2026-07-31,11.468154976642792,212,7,31,-0.6110165122993635
2026-08-01,12.706748797724291,213,8,1,-0.3916599245143323
2026-08-02,11.070293598502069,214,8,2,-0.6814782834102467
2026-08-03,13.512056870502724,215,8,3,-0.24903881018794896
2026-08-04,13.646327135317977,216,8,4,-0.22525937044784997
2026-08-05,9.161609573381138,217,8,5,-1.0195087238856775
2026-08-06,12.477860676889382,218,8,6,-0.4321963104677464
2026-08-07,9.613890278911732,219,8,7,-0.9394092186261
2026-08-08,11.519071403708162,220,8,8,-0.6019991463855623
2026-08-09,10.197220262968914,221,8,9,-0.8361007145163736
2026-08-10,8.496008129217158,222,8,10,-1.137387611323622
2026-08-11,12.202237495472955,223,8,11,-0.48100953685472325
2026-08-12,11.936531125477645,224,8,12,-0.528066482951892
2026-08-13,11.239261542288345,225,8,13,-0.6515538392840463
2026-08-14,10.98829292244729,226,8,14,-0.6960007105282313
2026-08-15,10.34448234666058,227,8,15,-0.810020406639081
2026-08-16,10.302398359188816,228,8,16,-0.8174735359338273
2026-08-17,13.262103242702931,229,8,17,-0.29330592501238534
2026-08-18,8.8201733044778,230,8,18,-1.0799775342558855
2026-08-19,13.360684157910532,231,8,19,-0.2758471158268341
2026-08-20,10.200092129257804,232,8,20,-0.8355921032355941
2026-08-21,9.633229693423964,233,8,21,-0.9359841829889457
2026-08-22,10.316084082851727,234,8,22,-0.8150497763502023
2026-08-23,7.156635628566512,235,8,23,-1.3745922352408424
2026-08-24,9.293640111671005,236,8,24,-0.9961259426463867
2026-08-25,9.678381777494648,237,8,25,-0.9279876897685291
2026-08-26,7.334610936678839,238,8,26,-1.3430725750963883
2026-08-27,19.91313398206868,239,8,27,0.8846003291676319
2026-08-28,11.955619705425717,240,8,28,-0.524685870444545
2026-08-29,11.215983523614115,241,8,29,-0.6556764068763153
2026-08-30,8.508271555941155,242,8,30,-1.1352157423905291
2026-08-31,8.455292262111286,243,8,31,-1.1445984447098685
2026-09-01,8.777494565448672,244,9,1,-1.087535994830332
2026-09-02,8.91317903558159,245,9,2,-1.0635060974764208
2026-09-03,10.829668124205622,246,9,3,-0.7240933700330229
2026-09-04,7.553769998753757,247,9,4,-1.304259218190615
2026-09-05,6.959168229009981,248,9,5,-1.4095639703070502
2026-09-06,7.519878103020887,249,9,6,-1.31026151730998
2026-09-07,6.335598963951627,250,9,7,-1.5199989037797401
2026-09-08,22.09477255611292,251,9,8,1.2709713777206477
2026-09-09,6.37119733479587,252,9,9,-1.5136943856833387
2026-09-10,6.727774933689532,253,9,10,-1.4505440259426483
2026-09-11,8.095557572665658,254,9,11,-1.2083079293218608
2026-09-12,8.78625408854027,255,9,12,-1.0859846718192747
2026-09-13,9.475433023235713,256,9,13,-0.9639301799309546
2026-09-14,7.631074019314799,257,9,14,-1.2905685749113458
2026-09-15,6.246566777180497,258,9,15,-1.535766620654108
2026-09-16,6.512531665416602,259,9,16,-1.4886638906379372
2026-09-17,8.615159435880324,260,9,17,-1.1162857588721555
2026-09-18,9.273675813759445,261,9,18,-0.9996616459519141
2026-09-19,7.553247763339368,262,9,19,-1.3043517067664265
2026-09-20,6.416398744721114,263,9,20,-1.505689156789482
2026-09-21,10.983240513097105,264,9,21,-0.6968954988408212
2026-09-22,7.139127858096604,265,9,22,-1.377692884319367
2026-09-23,7.958524162838435,266,9,23,-1.2325767256622147
2026-09-24,7.894839253199032,267,9,24,-1.2438554065615748
2026-09-25,9.011397262159566,268,9,25,-1.0461115209221559
2026-09-26,20.361846675343788,269,9,26,0.964067934784068
2026-09-27,8.104715583857084,270,9,27,-1.206686033546461
2026-09-28,10.397947785027068,271,9,28,-0.8005516074856484
2026-09-29,7.14631505937823,272,9,29,-1.37642002155998
2026-09-30,9.744670148417862,273,9,30,-0.916247932466294
2026-10-01,10.324217490426562,274,10,1,-0.8136093392171291
2026-10-02,3.001346599679205,275,10,2,-2.1104993640535894
2026-10-03,10.48457358326101,276,10,3,-0.7852100651726401
2026-10-04,7.358732019518277,277,10,4,-1.3388006997363782
2026-10-05,15.27015178685768,278,10,5,0.06232210191243302
2026-10-06,7.04238201742629,279,10,6,-1.394826699401138
2026-10-07,4.455648411953892,280,10,7,-1.8529406085354871
2026-10-08,6.626190911525173,281,10,8,-1.4685346893031321
2026-10-09,5.330022700836739,282,10,9,-1.6980877768873917
2026-10-10,9.260283318258066,283,10,10,-1.002033474444118
2026-10-11,7.486860481470505,284,10,11,-1.3161089813266704
2026-10-12,7.081039233111915,285,10,12,-1.3879804558774422
2026-10-13,6.7062399403031225,286,10,13,-1.4543579014737655
2026-10-14,11.089485642420003,287,10,14,-0.67807934729834
2026-10-15,7.622840965779704,288,10,15,-1.2920266594744778
2026-10-16,9.571312695329022,289,10,16,-0.946949764438512
2026-10-17,7.138136276189335,290,10,17,-1.3778684947737274
2026-10-18,7.368584058763295,291,10,18,-1.3370558906837828
2026-10-19,8.039198876186987,292,10,19,-1.2182891282759933
2026-10-20,8.828553599814276,293,10,20,-1.0784933729768997
2026-10-21,9.989133406729744,294,10,21,-0.8729531692683945
2026-10-22,6.746956041051672,295,10,22,-1.4471470267090951
2026-10-23,5.996746739929226,296,10,23,-1.5800100764174503
2026-10-24,8.793387741541123,297,10,24,-1.0847212925305396
2026-10-25,9.693415440118518,298,10,25,-0.9253252084296476
2026-10-26,8.423667977247375,299,10,26,-1.150199146974661
2026-10-27,5.580643148370264,300,10,27,-1.6537025674148393
2026-10-28,9.81212415031456,301,10,28,-0.9043017403921362
2026-10-29,7.343335468298908,302,10,29,-1.341527449120764
2026-10-30,9.15424417846537,303,10,30,-1.0208131449710347
2026-10-31,9.429104589644949,304,10,31,-0.9721350061919333
2026-11-01,9.404482748484082,305,11,1,-0.9764955665064655
2026-11-02,7.44039387075513,306,11,2,-1.3243382789373757
2026-11-03,7.417425193115251,307,11,3,-1.3284060618273459
2026-11-04,10.267982508590464,308,11,4,-0.8235686281460444
2026-11-05,9.137674695985316,309,11,5,-1.0237476220177675
2026-11-06,9.040219957104156,310,11,6,-1.0410069839010574
2026-11-07,8.06352525459575,311,11,7,-1.213980894801799
2026-11-08,6.207995855608553,312,11,8,-1.5425975813772594
2026-11-09,17.700314604202077,313,11,9,0.4927071194230677
2026-11-10,10.762522984263084,314,11,10,-0.7359848622506111
2026-11-11,6.597174393014729,315,11,11,-1.4736735527315759
2026-11-12,7.828189493703941,316,11,12,-1.2556591662531664
2026-11-13,8.520999394075377,317,11,13,-1.132961625588489
2026-11-14,8.00478992263602,318,11,14,-1.224382999012086
2026-11-15,14.478312774961116,319,11,15,-0.07791362409259095
2026-11-16,8.391325010728814,320,11,16,-1.155927128701683
2026-11-17,10.414756594356962,321,11,17,-0.7975747453403847
2026-11-18,7.566285383835841,322,11,18,-1.3020427271023385
2026-11-19,9.921135258516012,323,11,19,-0.8849957303679171
2026-11-20,9.139367008441033,324,11,20,-1.0234479112655954
2026-11-21,14.315262230697082,325,11,21,-0.10679008901393296
2026-11-22,9.214826666340674,326,11,22,-1.0100839070290508
2026-11-23,12.294935672402344,327,11,23,-0.4645925683223202
2026-11-24,8.437193237634204,328,11,24,-1.1478038056473738
2026-11-25,9.988018208084997,329,11,25,-0.8731506724088515
2026-11-26,11.126541538453107,330,11,26,-0.6715166995822056
2026-11-27,12.85042967826549,331,11,27,-0.36621385240495735
2026-11-28,10.950394258559042,332,11,28,-0.7027126135352065
2026-11-29,12.148475428906096,333,11,29,-0.4905308692509084
2026-11-30,11.441927059462762,334,11,30,-0.6156615107802184
2026-12-01,12.824716607621257,335,12,1,-0.3707676708900758
2026-12-02,12.639503785391,336,12,2,-0.40356910426311654
2026-12-03,10.94386562113331,337,12,3,-0.7038688437732546
2026-12-04,11.364471783576017,338,12,4,-0.6293789415757548
2026-12-05,12.735367324911048,339,12,5,-0.3865915458705259
2026-12-06,10.54386176721534,340,12,6,-0.7747100501500905
2026-12-07,13.59982518293429,341,12,7,-0.2334949271142966
2026-12-08,12.452547696136572,342,12,8,-0.43667927250913324
2026-12-09,12.99904003074486,343,12,9,-0.33989476435965993
2026-12-10,12.18906075826189,344,12,10,-0.483343154271154
2026-12-11,9.799314545439804,345,12,11,-0.9065703381910073
2026-12-12,15.254793984645683,346,12,12,0.05960221502799875
2026-12-13,14.086465169264873,347,12,13,-0.14731034822787675
2026-12-14,11.365444832729812,348,12,14,-0.6292066132963053
2026-12-15,11.783045178509395,349,12,15,-0.555249045166284
2026-12-16,12.073838902207385,350,12,16,-0.5037490958737896
2026-12-17,15.774448296897395,351,12,17,0.15163367427085256
2026-12-18,17.854037353574913,352,12,18,0.5199316196534302
2026-12-19,12.385097477279444,353,12,19,-0.44862479460202875
2026-12-20,13.204696513611312,354,12,20,-0.3034727319147821
2026-12-21,8.883670958420845,355,12,21,-1.0687320165855818
2026-12-22,23.851220888888527,356,12,22,1.5820406777127494
2026-12-23,16.28308958623655,357,12,23,0.2417147127331574
2026-12-24,11.056466029351606,358,12,24,-0.6839271640154791
2026-12-25,12.500601381105236,359,12,25,-0.4281689019697266
2026-12-26,12.931076022136528,360,12,26,-0.3519312792903566
2026-12-27,13.771613636265087,361,12,27,-0.2030709670540017
2026-12-28,2.291217088048928,362,12,28,-2.236264230554097
2026-12-29,12.175375201998971,363,12,29,-0.4857668842080212
2026-12-30,14.900300053362232,364,12,30,-0.0031791244501372996
2026-12-31,12.58346826313636,365,12,31,-0.4134930686389416
